MatchId, BotType, Result, TimeMs, TotalClicks
765, ? , DEFEAT, 0, 1
766, ? , DEFEAT, 0, 6
767, ? , DEFEAT, 0, 3
768, ? , DEFEAT, 0, 2
769, ? , DEFEAT, 0, 7
770, ? , DEFEAT, 0, 1
771, ? , DEFEAT, 0, 4
772, ? , DEFEAT, 0, 3
773, ? , DEFEAT, 0, 3
774, ? , DEFEAT, 0, 4
775, ? , DEFEAT, 0, 4
776, ? , DEFEAT, 0, 4
777, ? , DEFEAT, 0, 3
778, ? , DEFEAT, 0, 4
779, ? , DEFEAT, 0, 9
780, ? , DEFEAT, 0, 3
781, ? , DEFEAT, 0, 5
782, ? , DEFEAT, 0, 5
783, ? , DEFEAT, 0, 2
784, ? , VICTORY, 0, 4
785, ? , DEFEAT, 0, 8
786, ? , DEFEAT, 0, 2
787, ? , DEFEAT, 0, 3
788, ? , DEFEAT, 0, 4
789, ? , DEFEAT, 0, 2
790, ? , DEFEAT, 0, 2
791, ? , DEFEAT, 0, 6
792, ? , DEFEAT, 0, 4
793, ? , DEFEAT, 0, 2
794, ? , DEFEAT, 0, 5
795, ? , DEFEAT, 0, 4
796, ? , DEFEAT, 0, 2
797, ? , DEFEAT, 0, 3
798, ? , DEFEAT, 0, 3
799, ? , DEFEAT, 0, 5
800, ? , DEFEAT, 0, 4
801, ? , DEFEAT, 0, 5
802, ? , DEFEAT, 1, 5
803, ? , DEFEAT, 0, 3
804, ? , VICTORY, 0, 3
805, ? , DEFEAT, 0, 6
806, ? , DEFEAT, 0, 2
807, ? , DEFEAT, 0, 1
808, ? , DEFEAT, 0, 2
809, ? , DEFEAT, 0, 5
810, ? , DEFEAT, 0, 1
811, ? , DEFEAT, 0, 5
812, ? , DEFEAT, 0, 7
813, ? , DEFEAT, 0, 2
814, ? , DEFEAT, 0, 2
815, ? , DEFEAT, 0, 8
816, ? , DEFEAT, 0, 4
817, ? , DEFEAT, 0, 7
818, ? , DEFEAT, 0, 10
819, ? , DEFEAT, 0, 3
820, ? , DEFEAT, 0, 2
821, ? , DEFEAT, 0, 4
822, ? , DEFEAT, 0, 2
823, ? , DEFEAT, 0, 12
824, ? , DEFEAT, 0, 4
825, ? , DEFEAT, 0, 8
826, ? , DEFEAT, 0, 2
827, ? , DEFEAT, 0, 4
828, ? , DEFEAT, 0, 5
829, ? , DEFEAT, 0, 4
830, ? , DEFEAT, 0, 1
831, ? , DEFEAT, 0, 2
832, ? , DEFEAT, 0, 1
833, ? , DEFEAT, 0, 3
834, ? , DEFEAT, 0, 1
835, ? , DEFEAT, 0, 3
836, ? , DEFEAT, 0, 5
837, ? , DEFEAT, 0, 6
838, ? , DEFEAT, 0, 2
839, ? , DEFEAT, 0, 4
840, ? , DEFEAT, 0, 4
841, ? , DEFEAT, 0, 4
842, ? , DEFEAT, 0, 1
843, ? , VICTORY, 0, 9
844, ? , DEFEAT, 0, 6
845, ? , DEFEAT, 0, 2
846, ? , DEFEAT, 0, 2
847, ? , DEFEAT, 0, 3
848, ? , DEFEAT, 0, 11
849, ? , DEFEAT, 0, 5
850, ? , DEFEAT, 0, 3
851, ? , DEFEAT, 0, 2
852, ? , DEFEAT, 0, 1
853, ? , DEFEAT, 0, 7
854, ? , DEFEAT, 0, 3
855, ? , DEFEAT, 0, 5
856, ? , DEFEAT, 0, 5
857, ? , DEFEAT, 0, 1
858, ? , DEFEAT, 0, 5
859, ? , DEFEAT, 0, 9
860, ? , DEFEAT, 0, 10
861, ? , DEFEAT, 0, 3
862, ? , DEFEAT, 0, 6
863, ? , DEFEAT, 0, 2
864, ? , DEFEAT, 0, 2
865, ? , DEFEAT, 0, 2
866, ? , DEFEAT, 0, 2
867, ? , VICTORY, 0, 5
868, ? , DEFEAT, 0, 3
869, ? , DEFEAT, 0, 6
870, ? , DEFEAT, 0, 8
871, ? , DEFEAT, 0, 2
872, ? , DEFEAT, 0, 2
873, ? , DEFEAT, 0, 3
874, ? , DEFEAT, 0, 8
875, ? , DEFEAT, 0, 3
876, ? , DEFEAT, 0, 3
877, ? , DEFEAT, 0, 3
878, ? , DEFEAT, 0, 7
879, ? , DEFEAT, 0, 5
880, ? , DEFEAT, 0, 2
881, ? , DEFEAT, 0, 5
882, ? , DEFEAT, 0, 1
883, ? , DEFEAT, 0, 10
884, ? , DEFEAT, 0, 1
885, ? , DEFEAT, 0, 2
886, ? , DEFEAT, 0, 4
887, ? , DEFEAT, 0, 7
888, ? , DEFEAT, 0, 2
889, ? , DEFEAT, 0, 1
890, ? , DEFEAT, 0, 4
891, ? , DEFEAT, 0, 5
892, ? , DEFEAT, 0, 6
893, ? , DEFEAT, 0, 2
894, ? , DEFEAT, 0, 5
895, ? , DEFEAT, 0, 9
896, ? , DEFEAT, 0, 3
897, ? , DEFEAT, 0, 4
898, ? , DEFEAT, 0, 4
899, ? , DEFEAT, 0, 3
900, ? , DEFEAT, 0, 3
901, ? , DEFEAT, 0, 6
902, ? , DEFEAT, 0, 3
903, ? , DEFEAT, 0, 3
904, ? , DEFEAT, 0, 12
905, ? , DEFEAT, 0, 4
906, ? , DEFEAT, 0, 3
907, ? , DEFEAT, 0, 2
908, ? , DEFEAT, 0, 2
909, ? , DEFEAT, 0, 3
910, ? , DEFEAT, 0, 6
911, ? , DEFEAT, 0, 3
912, ? , DEFEAT, 0, 4
913, ? , DEFEAT, 0, 6
914, ? , DEFEAT, 0, 2
915, ? , DEFEAT, 0, 1
916, ? , DEFEAT, 0, 2
917, ? , DEFEAT, 0, 3
918, ? , DEFEAT, 0, 1
919, ? , DEFEAT, 0, 3
920, ? , VICTORY, 0, 5
921, ? , DEFEAT, 0, 6
922, ? , DEFEAT, 0, 6
923, ? , DEFEAT, 0, 5
924, ? , DEFEAT, 0, 6
925, ? , VICTORY, 0, 5
926, ? , DEFEAT, 0, 3
927, ? , DEFEAT, 0, 2
928, ? , DEFEAT, 0, 3
929, ? , DEFEAT, 0, 3
930, ? , DEFEAT, 0, 3
931, ? , DEFEAT, 0, 4
932, ? , DEFEAT, 0, 6
933, ? , DEFEAT, 0, 7
934, ? , DEFEAT, 0, 2
935, ? , DEFEAT, 0, 4
936, ? , DEFEAT, 0, 3
937, ? , DEFEAT, 0, 1
938, ? , DEFEAT, 0, 4
939, ? , DEFEAT, 0, 9
940, ? , DEFEAT, 0, 1
941, ? , DEFEAT, 0, 2
942, ? , DEFEAT, 0, 2
943, ? , DEFEAT, 0, 2
944, ? , DEFEAT, 0, 5
945, ? , DEFEAT, 0, 3
946, ? , DEFEAT, 0, 5
947, ? , DEFEAT, 0, 11
948, ? , DEFEAT, 0, 4
949, ? , DEFEAT, 0, 5
950, ? , DEFEAT, 1, 8
951, ? , DEFEAT, 0, 2
952, ? , DEFEAT, 0, 2
953, ? , DEFEAT, 0, 3
954, ? , DEFEAT, 0, 2
955, ? , DEFEAT, 0, 8
956, ? , DEFEAT, 0, 5
957, ? , DEFEAT, 0, 4
958, ? , DEFEAT, 0, 1
959, ? , VICTORY, 0, 6
960, ? , DEFEAT, 0, 3
961, ? , DEFEAT, 0, 2
962, ? , DEFEAT, 0, 2
963, ? , DEFEAT, 0, 1
964, ? , DEFEAT, 0, 3
965, ? , DEFEAT, 0, 2
966, ? , DEFEAT, 0, 2
967, ? , DEFEAT, 0, 4
968, ? , DEFEAT, 0, 4
969, ? , DEFEAT, 0, 2
970, ? , DEFEAT, 0, 5
971, ? , DEFEAT, 0, 4
972, ? , DEFEAT, 0, 3
973, ? , VICTORY, 0, 8
974, ? , DEFEAT, 0, 7
975, ? , DEFEAT, 0, 4
976, ? , DEFEAT, 0, 3
977, ? , DEFEAT, 0, 3
978, ? , DEFEAT, 0, 3
979, ? , DEFEAT, 0, 4
980, ? , DEFEAT, 0, 4
981, ? , DEFEAT, 0, 6
982, ? , DEFEAT, 0, 6
983, ? , DEFEAT, 0, 9
984, ? , DEFEAT, 0, 2
985, ? , DEFEAT, 0, 9
986, ? , DEFEAT, 0, 6
987, ? , DEFEAT, 0, 3
988, ? , DEFEAT, 0, 5
989, ? , VICTORY, 0, 4
990, ? , DEFEAT, 0, 10
991, ? , DEFEAT, 0, 8
992, ? , DEFEAT, 0, 3
993, ? , DEFEAT, 0, 4
994, ? , DEFEAT, 0, 4
995, ? , DEFEAT, 0, 3
996, ? , DEFEAT, 0, 8
997, ? , DEFEAT, 0, 2
998, ? , DEFEAT, 0, 2
999, ? , DEFEAT, 0, 1
1000, ? , DEFEAT, 0, 4
